experiment,job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,50,50,514.41,2234.1,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,100,50,993.32,2242.4,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,200,50,1968.86,2250.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,500,50,3453.57,2257.7,ERROR: Not sure why /net/tscratch/people/plgestacherczak/Large-scale-protein-conformational-states-prediction/bioemu_outputs/numsamples/501-1000aa/ns500_bs50/MGYG000000477_01569/batch_0000363_0000364.npz already exists when so far only 0 samples have been generated.
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000139077_02576.fasta,50,warmup,False,1,50,9.3,0.0,ERROR: Invalid suffix '_unphysical.xtc'
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,warmup,False,1,50,9.52,0.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,10,50,14.81,0.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,25,50,24.2,0.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,50,50,40.94,0.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,100,50,72.65,0.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,200,50,26.51,3385.2,ERROR: Not sure why /net/tscratch/people/plgestacherczak/Large-scale-protein-conformational-states-prediction/bioemu_outputs/numsamples/101-500aa/ns200_bs50/MGYG000002818_01096/batch_0000049_0000056.npz already exists when so far only 42 samples have been generated.
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,500,50,524.48,3392.6,ERROR: Not sure why /net/tscratch/people/plgestacherczak/Large-scale-protein-conformational-states-prediction/bioemu_outputs/numsamples/101-500aa/ns500_bs50/MGYG000002818_01096/batch_0000210_0000217.npz already exists when so far only 0 samples have been generated.
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002818_01096.fasta,267,sample,True,1000,50,998.14,3401.3,ERROR: Not sure why /net/tscratch/people/plgestacherczak/Large-scale-protein-conformational-states-prediction/bioemu_outputs/numsamples/101-500aa/ns1000_bs50/MGYG000002818_01096/batch_0000427_0000434.npz already exists when so far only 0 samples have been generated.
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,warmup,False,1,50,336.78,2017.4,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,10,50,100.27,2024.3,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,25,50,235.81,2032.3,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,50,50,477.84,2024.3,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,100,50,916.31,2031.2,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,200,50,1814.85,2040.0,ok
numsamples,2671010,t0030,5,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000619_00976.fasta,540,sample,True,500,50,4541.13,2049.2,ok
